Test
Latitude	Longitude	Alpha	
       18.839279       102.20818    0.0042281756
       18.897863       102.19395     0.015006438
       18.956289       102.17974     0.013504228
       19.014713       102.16553    0.0098315551
       19.073137       102.15130     0.015340337
       19.131561       102.13707    0.0043223184
       19.189743       102.12283    0.0079949914
       19.248249       102.10863    0.0098315551
       19.306755       102.09441     0.011667664
       19.365019       102.08018    0.0098315551
       19.423607       102.06598   0.00064987251
       19.481880       102.05147    0.0079952185
       19.540466       102.03725     0.015340337
       19.598812       102.02303     0.013504001
       19.657244       102.00883    0.0061586549
       19.715599       101.99432    0.0079949914
       19.774029       101.98011     0.017176674
       19.832458       101.96589    0.0098313279
       19.890898       101.95139     0.013384184
       19.949413       101.93719     0.011564141
       20.007612       101.92268    0.0097440973
       20.066126       101.90845    0.0097440973
       20.124638       101.89423     0.011564141
       20.183010       101.87975    0.0024639244
       20.241293       101.86524    0.0042839677
       20.299891       101.85102   -0.0011761620
       20.358261       101.83652    0.0024639244
       20.416620       101.82229    0.0079240541
       20.475077       101.80781    0.0079240541
       20.533443       101.79329     0.017024270
       20.591890       101.77907     0.011564141
       20.650345       101.76456    0.0042839677
       20.708651       101.75008    0.0042839677
       20.767105       101.73556    0.0079240541
       20.825399       101.72134    0.0078033337
       20.883942       101.70683    0.0060110182
       20.942245       101.69231     0.013180280
       21.000641       101.67783     0.013180280
       21.059034       101.66332     0.018557226
       21.117573       101.64879    0.0042189245
       21.176058       101.63431    0.0042189245
       21.234213       101.61978    0.0042189245
       21.292603       101.60525    0.0095958709
       21.351086       101.59074     0.011388186
       21.409567       101.57623     0.014972817
       21.467905       101.56173    0.0042189245
       21.526384       101.54720    0.0060112400
       21.584721       101.53268     0.011388186
       21.643057       101.51817     0.011388186
       21.701628       101.50364    0.0095956491
       21.759974       101.48883     0.014788929
       21.818401       101.47431     0.011248323
       21.876734       101.45975     0.013018626
       21.935160       101.44523     0.013018626
       21.993454       101.43044     0.013018626
       22.051880       101.41589     0.011248323
       22.110399       101.40137    0.0023968067
       22.168692       101.38656    0.0094780194
       22.226974       101.37201    0.0094780194
       22.285503       101.35719     0.011248323
       22.343880       101.34265     0.014788929
       22.402256       101.32811    0.0059374131
       22.460644       101.31329     0.011248323
       22.519030       101.29845    0.0094780194
       22.577404       101.28389    0.0059374131
       22.635887       101.26907    0.0077077162
       22.694122       101.25452    0.0041800598
       22.752604       101.23968    0.0095074738
       22.810837       101.22510    0.0041800598
       22.869415       101.21027    0.0077316692
       22.927757       101.19543    0.0024042552
       22.986000       101.18056     0.014834888
       23.044430       101.16601    0.0095074738
       23.102770       101.15115    0.0095074738
       23.161209       101.13631    0.0059558645
       23.219646       101.12145     0.013059083
       23.278074       101.10686    0.0095074738
       23.336277       101.09199    0.0077316692
       23.394814       101.07714    0.0095074738
       23.453014       101.06225    0.0095074738
       23.511551       101.04738     0.013059083
       23.569851       101.03249     0.014834888
       23.628252       101.01764    0.0077290957
       23.686552       101.00274    0.0041786685
       23.744953       100.98785    0.0077290957
       23.803352       100.97297    0.0095043092
       23.861855       100.95810     0.011279523
       23.920019       100.94318     0.011279523
       23.978519       100.92830     0.014829950
       24.036787       100.91340     0.011279523
       24.095285       100.89849     0.011279523
       24.153563       100.88329    0.0077290957
       24.211931       100.86839    0.0095043092
       24.270300       100.85349    0.0077290957
       24.328667       100.83856    0.0077290957
       24.387045       100.82336    0.0095043092
       24.445410       100.80841    0.0077290957
       24.503880       100.79350     0.013054736
       24.562117       100.77856     0.012753343
       24.620596       100.76334    0.0075506546
       24.678833       100.74839     0.012753343
       24.737185       100.73318     0.011019113
       24.795525       100.71823     0.012753343
       24.854095       100.70328     0.011019113
       24.912445       100.68803     0.011019113
       24.970554       100.67307    0.0040821959
       25.029009       100.65783     0.012753343
       25.087452       100.64286    0.0023479665
       25.145676       100.62760     0.011019113
       25.204128       100.61234    0.0075510837
       25.262341       100.59734    0.0075510837
       25.320669       100.58208    0.0075510837
       25.379217       100.56709    0.0075510837
       25.437544       100.55180    0.0075510837
       25.495872       100.53651     0.011060860
       25.554296       100.52151    0.0040977412
       25.612501       100.50623     0.018024409
       25.670935       100.49093     0.014542742
       25.729137       100.47562     0.012801908
       25.787560       100.46059     0.011061075
       25.845871       100.44528    0.0093202415
       25.904182       100.42997    0.0058385746
       25.962723       100.41464     0.014542742
       26.021032       100.39931    0.0023569078
       26.079224       100.38399    0.0075794080
       26.137644       100.36866    0.0040975258
       26.195940       100.35358    0.0058385746
       26.254469       100.33825    0.0093202415
       26.312658       100.32288     0.014542742
       26.370958       100.30753     0.012801693
       26.429375       100.29215    0.0091821588
       26.487673       100.27678     0.012612323
       26.546095       100.26114    0.0023224674
       26.604391       100.24575     0.016043123
       26.662802       100.23037    0.0057524192
       26.720869       100.21495    0.0091832199
       26.779278       100.19955    0.0074681379
       26.837572       100.18417    0.0074677134
       26.895979       100.16874    0.0040375494
       26.954271       100.15334    0.0057526314
       27.012575       100.13763    0.0091827954
       27.070866       100.12220     0.014327617
       27.129156       100.10675    0.0074672890
       27.187561       100.09132    0.0040369128
       27.245977       100.07560     0.010897241
       27.304380       100.06014    0.0057519948
       27.362556       100.04468    0.0089294652
       27.420969       100.02892    0.0089294652
       27.479261       100.01346    0.0072615824
       27.537561       99.997696     0.018936762
       27.595852       99.982208    0.0072615824
       27.654140       99.966713    0.0055939059
       27.712559       99.950943    0.0089294652
       27.770845       99.935417    0.0089294652
       27.829035       99.919624     0.012265850
       27.887438       99.904099     0.012265850
       27.945744       99.888306     0.015601616
       28.004145       99.872757    0.0089300842
       28.062450       99.856941    0.0039264357
       28.120754       99.841110     0.012265231
       28.179049       99.825554    0.0072615824
       28.237350       99.809692    0.0072617887
       28.295536       99.794136    0.0055111779
       28.353956       99.778282    0.0071543945
       28.412376       99.762413     0.013727261
       28.470560       99.746819     0.012084044
       28.528755       99.730919    0.0055111779
       28.587069       99.715042     0.012084044
       28.645382       99.699142    0.0087976111
       28.703684       99.683525     0.012084044
       28.761995       99.667603     0.010440828
       28.820305       99.651665    0.0071543945
       28.878513       99.635742    0.0055111779
       28.936943       99.619804     0.013727261
       28.995150       99.603859     0.012084044
       29.053577       99.587898     0.010440828
       29.111895       99.572235    0.0087976111
       29.170221       99.556274    0.0022247447
       29.228548       99.540291    0.0085100675
       29.286652       99.524300     0.011689086
       29.344975       99.508301    0.0037415398
       29.403200       99.492310    0.0021520305
       29.461521       99.476273    0.0085100675
       29.519745       99.460251     0.010099577
       29.578093       99.444244    0.0037415398
       29.636314       99.428200    0.0085100675
       29.694660       99.412163    0.0085100675
       29.752892       99.395798     0.014868104
       29.811235       99.379730    0.0085100675
       29.869484       99.363678    0.0053310490
       29.927824       99.347588    0.0069205582
       29.986073       99.331505    0.0037415398
       30.044191       99.315384   0.00056252128
       30.102793       99.299004     0.011689086
       30.161037       99.282883     0.012620370
       30.219059       99.266747    0.0080882201
       30.277428       99.250618     0.011109653
       30.335808       99.234177    0.0080882201
       30.393955       99.218025    0.0050667868
       30.452320       99.201851    0.0080882201
       30.510593       99.185692    0.0095989368
       30.568748       99.169197     0.011109653
       30.627020       99.153008    0.0035560702
       30.685303       99.136505    0.0095989368
       30.743702       99.120316     0.012620370
       30.801750       99.104080     0.012620370
       30.860159       99.087555     0.011109653
       30.918337       99.071320    0.0095989368
       30.976524       99.054771    0.0080882201
       31.034918       99.038498     0.015641803
       31.093233       99.021942    0.0079678485
       31.151320       99.005669    0.0035031475
       31.209633       98.989082     0.010944316
       31.267935       98.972778    0.0020149139
       31.326029       98.956154    0.0035031475
       31.384460       98.939842    0.0079678485
       31.442551       98.923195    0.0035031475
       31.500774       98.906555    0.0064796148
       31.559118       98.890221    0.0049913812
       31.617338       98.873550    0.0035031475
       31.675678       98.857185    0.0035031475
       31.733896       98.840485    0.0064796148
       31.792030       98.823784     0.012432549
       31.850296       98.807098    0.0020149139
       31.908632       98.790672    0.0079678485
       31.966896       98.773949    0.0049913812
       32.025024       98.757195    0.0078798951
       32.083275       98.740738    0.0093517008
       32.141457       98.723999     0.015238924
       32.199715       98.707214    0.0093515187
       32.258106       98.690437    0.0034641137
       32.316284       98.673645     0.012294766
       32.374451       98.657135    0.0093509724
       32.432625       98.640305    0.0093507903
       32.490799       98.623466    0.0049357373
       32.549107       98.606628     0.010823324
       32.607414       98.589775    0.0064079073
       32.665504       98.568741    0.0093515187
       32.723808       98.551857     0.012295130
       32.781898       98.534958     0.016710547
       32.840122       98.518059    0.0049361015
       32.898560       98.501144     0.010823324
       32.956570       98.484215     0.015866919
       33.014790       98.467270     0.010276912
       33.073151       98.450325     0.013071915
       33.131367       98.433342     0.010277084
       33.189510       98.416367    0.0046870765
       33.247654       98.399376    0.0046870765
       33.305794       98.382362    0.0060844056
       33.364071       98.365356    0.0060844056
       33.422211       98.348312    0.0088794095
       33.480488       98.331276    0.0060844056
       33.538761       98.314217    0.0018918997
       33.596962       98.297165     0.010276912
       33.655033       98.279762     0.010277430
       33.713444       98.262680    0.0074819076
       33.771503       98.245552    0.0074819076
       33.829700       98.228424    0.0032894017
       33.888035       98.211304    0.0018479959
       33.946030       98.193840     0.011403495
       34.004364       98.176682    0.0059437162
       34.062485       98.159508    0.0018479959
       34.120819       98.142319    0.0059432096
       34.178947       98.124802     0.010038592
       34.237064       98.107574    0.0045783072
       34.295326       98.090347     0.012768735
       34.353382       98.072792    0.0073084497
       34.411640       98.055534     0.014133806
       34.469688       98.038254     0.011403663
       34.527950       98.020645    0.0073084497
       34.586136       98.003349    0.0032132360
       34.644325       97.986038     0.011403663
       34.702518       97.968391    0.0086735210
       34.760700       97.951042     0.011403663
       34.818684       97.933357    0.0055160614
       34.877007       97.915993    0.0055160614
       34.935131       97.898293     0.011850688
       34.993454       97.880890     0.010583763
       35.051567       97.863457    0.0080499120
       35.109684       97.845703    0.0080499120
       35.167732       97.828262    0.0055160614
       35.225998       97.810486     0.010583763
       35.284256       97.792694     0.010583763
       35.342300       97.775192    0.0067829867
       35.400352       97.757355     0.010583763
       35.458538       97.739838    0.0093168374
       35.516586       97.721962     0.010583763
       35.574772       97.704407     0.013117613
       35.633114       97.686531    0.0067829867
       35.691303       97.668617    0.0080499120
       35.749275       97.651001    0.0041041942
       35.807407       97.633072    0.0028804848
       35.865524       97.615433    0.0089990317
       35.923653       97.597458    0.0053279036
       35.981777       97.579460    0.0089990317
       36.040039       97.561783     0.010222741
       36.098312       97.543770    0.0089993345
       36.156223       97.525711    0.0089988803
       36.214436       97.507675     0.010222741
       36.272694       97.489914    0.0053279036
       36.330753       97.471817    0.0077751709
       36.388756       97.453720    0.0065516129
       36.446964       97.435600    0.0065516129
       36.505161       97.417770    0.0041041942
       36.563160       97.399612    0.0089985775
       36.621361       97.381432    0.0077748681
       36.679508       97.363243    0.0075821900
       36.737652       97.345039    0.0063884882
       36.795788       97.327126    0.0063886359
       36.853729       97.308876    0.0063890789
       36.911869       97.290604    0.0087758917
       36.969955       97.272331    0.0051956724
       37.028248       97.254036    0.0016154531
       37.086330       97.235718     0.011162705
       37.144417       97.217377    0.0075824853
       37.202488       97.199333    0.0099692982
       37.260521       97.180969    0.0063890789
       37.318752       97.162582    0.0040022660
       37.376629       97.144157    0.0028088596
       37.435009       97.125748    0.0075824853
       37.493034       97.107292    0.0063889312
       37.551060       97.088814    0.0063892265
       37.609234       97.070335    0.0026091423
       37.667206       97.051834    0.0070431176
       37.725380       97.033310     0.013694081
       37.783352       97.014755    0.0070431176
       37.841675       96.996208     0.010368599
       37.899643       96.977615    0.0048261300
       37.957764       96.959015    0.0092601053
       38.015682       96.940392    0.0092601053
       38.073799       96.921745    0.0070431176
       38.131912       96.903076    0.0059346238
       38.189983       96.884407    0.0059347609
       38.248062       96.865379    0.0059347609
       38.306129       96.846664     0.011477093
       38.364193       96.827919    0.0092605167
       38.422256       96.809151    0.0037176361
       38.480476       96.790375    0.0059346238
       38.538338       96.771561    0.0067495910
       38.596352       96.752739    0.0099364188
       38.654568       96.733894    0.0046250391
       38.712746       96.714714    0.0067495910
       38.770561       96.695816     0.010998695
       38.828728       96.676918    0.0067495910
       38.886738       96.657974    0.0088741428
       38.944702       96.639023    0.0046250391
       39.002834       96.619736    0.0056873150
       39.060997       96.600739    0.0067493281
       39.118919       96.581726    0.0056869207
       39.176880       96.562683    0.0035623689
       39.234997       96.543625    0.0056869207
       39.292927       96.524216    0.0025002244
       39.351200       96.505119    0.0025003558
       39.409115       96.485992    0.0067495910
       39.467197       96.466522    0.0044073351
       39.525272       96.447350    0.0044073351
       39.583344       96.428162    0.0094689547
       39.641216       96.408943    0.0074444071
       39.699287       96.389366    0.0074444071
       39.757320       96.370117     0.010480978
       39.815350       96.350838    0.0074441566
       39.873386       96.331200     0.011493252
       39.931412       96.311874    0.0033950613
       39.989433       96.292519    0.0054196090
       40.047432       96.272812   0.00035823986
       40.105450       96.253410    0.0044073351
       40.163437       96.233986    0.0033950613
       40.221428       96.214211    0.0074441566
       40.279411       96.194733    0.0064318828
       40.337368       96.174919    0.0074441566
       40.395348       96.155396    0.0080118887
       40.453293       96.135857    0.0051347083
       40.511440       96.115952    0.0041756482
       40.569382       96.096359    0.0080117701
       40.627495       96.076424    0.0070524726
       40.685436       96.056778    0.0032162321
       40.743351       96.036781    0.0070523539
       40.801453       96.017097    0.0070525913
       42.713562       95.346207    0.0097279833
       42.771465       95.325607    0.0088711770
       42.829544       95.304634    0.0020167270
       42.887444       95.283623    0.0054439520
       42.945152       95.262924    0.0063007583
       43.003036       95.241859    0.0011599207
       43.061104       95.220764    0.0063007583
       43.118984       95.199638    0.0054439520
       43.176857       95.178825    0.0068075970
       43.234543       95.157631    0.0059927849
       43.292591       95.136414    0.0027331333
       43.350445       95.115517    0.0051778720
       43.408310       95.094223    0.0092523357
       43.466339       95.072922    0.0043628583
       43.524189       95.051575    0.0068078995
       43.581848       95.030548    0.0019181196
       43.639870       95.009140    0.0068075970
       43.697704       94.987709    0.0059926841
       43.755543       94.966232    0.0076225099
       43.813545       94.945084    0.0035479454
       43.871372       94.923553    0.0068075970
       43.929012       94.901978    0.0027330325
       43.987011       94.880386     0.012511987
       44.044819       94.859108    0.0051777712
       44.102810       94.837440    0.0065073203
       44.160618       94.815742    0.0041704167
       44.218422       94.794014    0.0065073203
       44.276035       94.772606    0.0057283525
       44.334015       94.750809    0.0041704167
       44.391804       94.728981    0.0057283525
       44.449776       94.707115    0.0088442239
       44.507565       94.685219    0.0049493846
       44.565342       94.663643    0.0065073203
       44.623119       94.641685    0.0072862882
       44.681080       94.619682    0.0080652561
       44.738670       94.597649    0.0080652561
       44.796623       94.575577    0.0065073203
       44.854568       94.553841    0.0033914489
       44.912331       94.531700    0.0033914489
       44.969913       94.509521    0.0041705131
       45.027851       94.487320    0.0060529997
       45.085609       94.465073     0.010400432
       45.143543       94.442795    0.0053283380
       45.201290       94.420845    0.0046036763
       45.259037       94.398499    0.0053282484
       45.316784       94.376106    0.0060529101
       45.374706       94.353683    0.0046038556
       45.432446       94.331230    0.0046038556
       45.490185       94.308731    0.0060529101
       45.547920       94.286201    0.0038791043
       45.605652       94.263992    0.0082264469
       45.663563       94.241394    0.0046034970
       45.721294       94.218750    0.0060525515
       45.779015       94.196068    0.0046035866
       45.836739       94.173347    0.0053283380
       45.894646       94.150597    0.0060529101
       45.952362       94.127800    0.0036288236
       46.010082       94.105339    0.0070178522
       46.067795       94.082466    0.0063399458
       46.125511       94.059555    0.0049844686
       46.183224       94.036613    0.0056622911
       46.240932       94.013626    0.0063401136
       46.298824       93.990601    0.0083735810
       46.356529       93.967537    0.0063401136
       46.414238       93.944435    0.0056622911
       46.471939       93.921669    0.0090514035
       46.529644       93.898483    0.0090515712
       46.587345       93.875259    0.0083737487
       46.645039       93.851997    0.0043068138
       46.702919       93.828697    0.0070180199
       46.760620       93.805359    0.0049845524
       46.818317       93.781975    0.0049848040
       46.876011       93.758553    0.0053895306
       46.933701       93.735085    0.0040992081
       46.991390       93.711578    0.0034540468
       47.049088       93.688408    0.0034540468
       47.106766       93.664818    0.0066798532
       47.164459       93.641190    0.0060346919
       47.222145       93.617516    0.0040994475
       47.279831       93.593803    0.0092607378
       47.337524       93.570045    0.0086157362
       47.395203       93.546249    0.0047446088
       47.452892       93.522408    0.0053897701
       47.510578       93.498520     0.010550821
       47.568260       93.474594    0.0053896105
       47.625938       93.450996    0.0066799330
       47.683441       93.426987    0.0034541266
       47.741112       93.402924    0.0034541266
       47.798798       93.378822    0.0075334377
       47.856480       93.354675    0.0063138326
       47.914162       93.330482    0.0057040300
       47.971664       93.306252    0.0069236352
       48.029335       93.281967    0.0026550171
       48.087025       93.257645    0.0044844249
       48.144520       93.233658    0.0044844249
       48.202198       93.209244    0.0020452145
       48.259876       93.185165    0.0038746223
       48.317551       93.160652    0.0038746223
       48.375050       93.136101    0.0057040300
       48.432549       93.111504    0.0032648197
       48.490231       93.086861    0.0044844249
       48.547913       93.062164    0.0081432403
       48.605587       93.037430    0.0014354120
       48.663261       93.012642    0.0032648197
       48.720760       92.987808    0.0083340835
       48.778259       92.962929    0.0048503952
       48.835754       92.937996    0.0054310099
       48.893436       92.913406    0.0054310099
       48.951115       92.888382    0.0042697804
       49.008621       92.863312    0.0031085510
       49.066124       92.838188    0.0048503952
       49.123623       92.813019    0.0071728541
       49.181309       92.787796    0.0071728541
       49.238804       92.762527    0.0031085510
       49.296318       92.737206    0.0042697804
       49.353992       92.711838    0.0060116246
       49.411499       92.686417    0.0048503952
       49.469006       92.661339    0.0071728541
       49.526695       92.635818    0.0031085510
       49.584026       92.610245    0.0089146982
       49.641712       92.584625    0.0029225321
       49.699226       92.558952    0.0083812336
       49.756741       92.533226    0.0023766620
       49.814247       92.507446    0.0067436232
       49.871750       92.481621    0.0040142049
       49.929279       92.455742    0.0072894258
       49.986778       92.430206    0.0045599400
       13.936849       1.7556759     0.027795190
       13.995331       1.7418975     0.015005422
       14.053873       1.7281504    0.0022148625
       14.112354       1.7143620     0.015007004
       14.170642       1.7008649    0.0086097466
       14.229184       1.6871030    0.0086105374
       14.287726       1.6733361    0.0022156533
       14.346021       1.6595643   -0.0041792308
       14.404625       1.6458235     0.021400306
       14.462981       1.6320776    0.0086105374
       14.521585       1.6183267    0.0086105374
       14.579941       1.6045707    0.0022156533
       14.638360       1.5908456    0.0022156533
       14.696779       1.5771153     0.046979842
       14.755198       1.5633799     0.027795190
       14.813872       1.5493785     0.059769610
       14.872290       1.5356327     0.012384740
       14.930773       1.5219175    0.0056415093
       14.989009       1.5081971     0.017442163
       15.047500       1.4942104    0.0090131245
       15.105981       1.4804794     0.014070547
       15.164528       1.4667788    0.0073273169
       15.222837       1.4528115     0.012384740
       15.281384       1.4391003     0.010698932
       15.339693       1.4251221    0.0039557017
       15.398305       1.4114356    0.0090131245
       15.456680       1.3974820     0.012384740
       15.515292       1.3837845     0.015756355
       15.573667       1.3698200     0.012384740
       15.632032       1.3561118    0.0090129160
       15.690475       1.3421713    0.0073277340
       15.748916       1.3282254    0.0022698941
       15.807348       1.3145359     0.010677557
       15.865789       1.3005786     0.010677557
       15.924298       1.2866509    0.0039477986
       15.982808       1.2727175    0.0089951172
       16.041307       1.2590408    0.0073126777
       16.099571       1.2450960     0.015724667
       16.158150       1.2270138     0.015725292
       16.216482       1.2130924    0.0056306544
       16.274990       1.1991304     0.015725292
       16.333393       1.1852323     0.012359788
       16.391970       1.1712935    0.0022651510
       16.450373       1.1573838     0.017407315
       16.508776       1.1434680     0.012359996
       16.567179       1.1295464     0.012359996
       16.625580       1.1156189    0.0073124696
       16.684063       1.1014569    0.0056300301
       16.742537       1.0875521    0.0056682040
       16.801010       1.0736412     0.015830160
       16.859484       1.0597245     0.014136501
       16.917721       1.0455379    0.0056684136
       16.976267       1.0316435     0.014136920
       17.034811       1.0177431     0.012443261
       17.093122       1.0035726    0.0056686231
       17.151739      0.98969424     0.014136920
       17.210039      0.97577536    0.0073627017
       17.268425      0.96162051    0.0056690423
       17.326797      0.94772363    0.0022817236
       17.385424      0.93355614    0.0073629111
       17.443872      0.91968107    0.0073631207
       17.502331      0.90553510    0.0022823521
       17.560787      0.89138269    0.0056698803
       17.618992      0.87748861    0.0090571991
       17.677448      0.86332339     0.014451781
       17.735981      0.84918576    0.0057956459
       17.794504      0.83530664    0.0040644189
       17.852795      0.82115602    0.0023331919
       17.911325      0.80699885    0.0075268729
       17.969692      0.79286903    0.0092583143
       18.028057      0.77873260    0.0057958603
       18.086657      0.76485509    0.0092583143
       18.145021      0.75070548    0.0057958603
       18.203386      0.73654920    0.0092585285
       18.261829      0.72241998    0.0057958603
       18.320272      0.70828408    0.0075270873
       18.378714      0.69414145    0.0057958603
       18.437235      0.68002570    0.0040650616
       18.495436      0.66586947    0.0092587426
       18.553955      0.65174013     0.021377332
       18.612486      0.63733751    0.0040836195
       18.670765      0.62319434     0.016257533
       18.729364      0.60907787    0.0075623106
       18.787724      0.59495443    0.0093012260
       18.846083      0.58082402     0.014518402
       18.904449      0.56641984     0.012779272
       18.962807      0.55227548     0.014518402
       19.021246      0.53815746     0.011040141
       19.079695      0.52376527    0.0040836195
       19.138132      0.50963312   0.00060535863
       19.196569      0.49549389    0.0023444891
       19.255100      0.48111331    0.0023440588
       19.313620      0.46699300     0.012778841
       19.371910      0.45259786    0.0058223196
       19.430428      0.43846315    0.0040829739
       19.488716      0.42405340     0.011039496
       19.547077      0.40993732    0.0091521403
       19.605690      0.39554587     0.010863553
       19.664061      0.38114697    0.0091521403
       19.722422      0.36700895    0.0074407273
       19.780876      0.35262811     0.012574966
       19.839331      0.33823973    0.0074407273
       19.897785      0.32384378     0.012574966
       19.955990      0.30970904    0.0040179013
       20.014444      0.29529807    0.0023064884
       20.072983      0.28091222    0.0057293143
       20.131283      0.26651874     0.014286379
       20.189821      0.25211757    0.0057295262
       20.248119      0.23770876     0.014286379
       20.306494      0.22359417    0.0074407273
       20.364880      0.20920257     0.010863553
       20.423265      0.19480319    0.0040179013
       20.481649      0.18039605    0.0057452922
       20.540033      0.16598113     0.014326221
       20.598515      0.15132086    0.0091776638
       20.656986      0.13692252    0.0074614780
       20.715456      0.12251632    0.0074614780
       20.773779      0.10813448    0.0057455047
       20.832247     0.093712457     0.012610035
       20.890568     0.079314716    0.0091774515
       20.948898     0.064638399     0.010893637
       21.007456     0.050224572    0.0074614780
       21.065866     0.035834812    0.0057452922
       21.124184     0.021404942    0.0091778763
       21.182604    0.0067280144    0.0074616905
       21.241102       359.99234    0.0040293190
       21.299511       359.97794    0.0040293190
       21.357691       359.96323    0.0091778763
       21.416189       359.94882    0.0057659139
       21.474697       359.93414    0.0074881960
       21.533051       359.91974    0.0074881960
       21.591320       359.90503    0.0074881960
       21.649910       359.89062     0.012655042
       21.708271       359.87595    0.0040436319
       21.766623       359.86151    0.0092104780
       21.824984       359.84680     0.012655042
       21.883438       359.83212    0.0092104780
       21.941881       359.81772    0.0057659139
       22.000099       359.80301     0.017821888
       22.058552       359.78830     0.010932760
       22.117004       359.77359    0.0057659139
       22.175304       359.75916     0.014377324
       22.233849       359.74445     0.010932760
       22.292160       359.72974    0.0092104780
       22.350468       359.71503    0.0057952332
       22.408873       359.70032    0.0040641935
       22.467278       359.68561    0.0092573126
       22.525681       359.67090   0.00060211410
       22.584072       359.65646     0.010988352
       22.642572       359.64175    0.0057952332
       22.700739       359.62701     0.012719392
       22.759237       359.61227    0.0057952332
       22.817511       359.59729    0.0075262729
       22.876106       359.58258    0.0057952332
       22.934368       359.56781    0.0092573126
       22.992727       359.55310     0.014450432
       23.051086       359.53836    0.0040641935
       23.109444       359.52362    0.0092573126
       23.167900       359.50888    0.0075262729
       23.226269       359.49387     0.014450432
       23.284725       359.47913     0.015906130
       23.342945       359.46436     0.010801376
       23.401400       359.44962     0.012502961
       23.459732       359.43460    0.0090997916
       23.518284       359.41983    0.0073982070
       23.576605       359.40509    0.0056966224
       23.634933       359.39005    0.0090997916
       23.693253       359.37524    0.0073982070
       23.751682       359.36023     0.012502961
       23.810101       359.34546     0.010801376
       23.868296       359.33041    0.0039950378
       23.926714       359.31561     0.010801376
       23.985243       359.30057     0.017607715
       24.043427       359.28577    0.0022934532
       24.101954       359.27072    0.0090997916
       24.160238       359.25592    0.0073982070
       24.218637       359.24088     0.010611779
       24.276932       359.22577     0.017298646
       24.335318       359.21100    0.0072683461
       24.393713       359.19592    0.0022531962
       24.452110       359.18082     0.013955213
       24.510378       359.16574    0.0072683461
       24.568865       359.15094    0.0072683461
       24.627028       359.13583    0.0089400628
       24.685631       359.12076     0.012283703
       24.743896       359.10565     0.015627343
       24.802162       359.09052    0.0039253264
       24.860521       359.07568    0.0072687597
       24.918890       359.06058     0.012283910
       24.977259       359.04547    0.0072687597
       25.035734       359.03036     0.010612193
       25.093870       359.01520    0.0039253264
       25.152344       359.00009    0.0038512865
       25.210587       358.98495     0.010412025
       25.269058       358.96979    0.0087718400
       25.327408       358.95468     0.013692394
       25.385767       358.93927    0.0087718400
       25.444117       358.92410     0.013692394
       25.502462       358.90894    0.0087718400
       25.560808       358.89377     0.013692394
       25.619265       358.87863     0.013692394
       25.677380       358.86343    0.0054914710
       25.735844       358.84799    0.0087718400
       25.794176       358.83282    0.0071314526
       25.852627       358.81763     0.013691988
       25.910959       358.80246   0.00057051159
       25.969303       358.78699    0.0038508806
       26.027634       358.77179    0.0087712311
       26.085962       358.75659    0.0054634190
       26.144302       358.74109     0.013623152
       26.202513       358.72586    0.0054634190
       26.260963       358.71039    0.0070954059
       26.319172       358.69516     0.010359582
       26.377609       358.67990    0.0070954059
       26.435942       358.66440    0.0054634190
       26.494261       358.64917    0.0087273929
       26.552591       358.63367    0.0087273929
       26.610920       358.61810     0.011991367
       26.669237       358.60284     0.016887328
       26.727678       358.58731    0.0087273929
       26.785881       358.57205     0.018519315
       26.844320       358.55652    0.0070954059
       26.902533       358.54095     0.010359582
       26.960846       358.52567    0.0070954059
       27.019283       358.51007    0.0084575804
       27.077606       358.49451    0.0068760839
       27.136045       358.47894    0.0068760839
       27.194130       358.46365    0.0052945874
       27.252451       358.44803    0.0037130909
       27.310888       358.43243    0.0084575804
       27.369097       358.41684     0.013202070
       27.427532       358.40121     0.016365063
       27.485844       358.38589     0.010039077
       27.544052       358.37027     0.013202070
       27.602375       358.35464    0.0084575804
       27.660696       358.33899     0.013202070
       27.719017       358.32333     0.011620573
       27.777454       358.30771    0.0052945874
       27.835667       358.29205    0.0068760839
       27.893986       358.27637    0.0052945874
       27.952314       358.26074     0.016159022
       28.010750       358.24506     0.011474267
       28.068958       358.22934    0.0052279271
       28.127285       358.21368    0.0067895121
       28.185610       358.19797    0.0052279271
       28.243946       358.18198    0.0083510971
       28.302046       358.16626    0.0083510971
       28.360489       358.15054    0.0067897053
       28.418709       358.13483     0.014597437
       28.477150       358.11911    0.0052279271
       28.535378       358.10309    0.0052279271
       28.593594       358.08731    0.0021045637
       28.651930       358.07156   0.00054297869
       28.710264       358.05582    0.0036659555
       28.768610       358.03976    0.0083509037
       28.826944       358.02399     0.013035659
       28.885176       358.00821    0.0081825897
       28.943518       357.99213     0.012772816
       29.001747       357.97632    0.0097126653
       29.059988       357.96024     0.014302892
       29.118340       357.94443     0.012772816
       29.176565       357.92859     0.020423194
       29.234926       357.91248    0.0020622875
       29.293276       357.89667    0.0097126653
       29.351412       357.88052    0.0097126653
       29.409760       357.86465    0.0081825897
       29.468018       357.84851   0.00053221197
       29.526361       357.83264    0.0097126653
       29.584620       357.81647     0.012772816
       29.643002       357.80032    0.0066525142
       29.701246       357.78439    0.0081825897
       29.759501       357.76819     0.011242741
       29.817659       357.75201    0.0078891149
       29.876026       357.73608    0.0064139167
       29.934181       357.71985    0.0064139167
       29.992683       357.70364    0.0064139167
