Test
Latitude	Longitude	Alpha	
       21.563513       152.34633    0.0080783069
       21.621841       152.33176    0.0062238504
       21.680405       152.31718   0.00066185732
       21.738823       152.30261    0.0025158550
       21.797150       152.28802    0.0080778480
       21.855568       152.27344     0.019202064
       21.913998       152.25858    0.0043427237
       21.972414       152.24399    0.0098707670
       22.030689       152.22942     0.013556129
       22.089201       152.21483     0.011713448
       22.147381       152.20021    0.0080280859
       22.205986       152.18564    0.0043427237
       22.264259       152.17104    0.0061854048
       22.322639       152.15617    0.0080280859
       22.381147       152.14154    0.0043427237
       22.439514       152.12694     0.013556129
       22.497990       152.11208    0.0098707670
       22.556355       152.09746    0.0061854048
       22.614584       152.08286     0.011713448
       22.673056       152.06796    0.0080280859
       22.731518       152.05334    0.0098707670
       22.789743       152.03871    0.0061854048
       22.848312       152.02383     0.017243477
       22.906635       152.00922    0.0061861172
       22.964968       151.99431    0.0098719039
       23.023291       151.97968     0.017243477
       23.081621       151.96475     0.015400584
       23.140041       151.95012     0.013557691
       23.198471       151.93521   0.00065743720
       23.256899       151.92029     0.011714797
       23.315184       151.90567    0.0098719039
       23.373611       151.89073    0.0025003305
       23.432138       151.87581    0.0061861172
       23.490419       151.86115     0.011714797
       23.548712       151.84621   0.00065743720
       23.607105       151.83128     0.011714797
       23.665386       151.81660    0.0098719039
       23.723778       151.80167     0.011714797
       23.782167       151.78673    0.0060997013
       23.840557       151.77176     0.011551149
       23.899050       151.75682    0.0060997013
       23.957308       151.74187    0.0024654026
       24.015799       151.72691    0.0060997013
       24.074045       151.71222     0.011551149
       24.132534       151.69724    0.0097340000
       24.190893       151.68228     0.013368299
       24.249252       151.66731     0.013368299
       24.307611       151.65233     0.011551149
       24.365969       151.63733    0.0097340000
       24.424429       151.62236    0.0042825519
       24.482565       151.60707    0.0042825519
       24.541023       151.59209    0.0042825519
       24.599483       151.57707     0.013368299
       24.657816       151.56209     0.013368299
       24.716042       151.54707     0.015253008
       24.774603       151.53206     0.013427774
       24.832933       151.51704    0.0061268389
       24.891275       151.50174     0.011602540
       24.949711       151.48672    0.0097773066
       25.007807       151.47168    0.0097773066
       25.066242       151.45665     0.013427774
       25.124685       151.44133     0.011602540
       25.182997       151.42632     0.011602540
       25.241428       151.41125     0.013427774
       25.299747       151.39592    0.0097773066
       25.358055       151.38087    0.0061268389
       25.416372       151.36552    0.0079520728
       25.474789       151.35048    0.0097773066
       25.533104       151.33510    0.0097773066
       25.591518       151.32004    0.0079520728
       25.649942       151.30467    0.0042680102
       25.708126       151.28958    0.0042680102
       25.766657       151.27423    0.0078899683
       25.824839       151.25911     0.013323354
       25.883141       151.24373    0.0078904164
       25.941431       151.22862     0.011512374
       25.999842       151.21326    0.0060794373
       26.058140       151.19783    0.0060796614
       26.116539       151.18272    0.0078906404
       26.174948       151.16731    0.0097009473
       26.233356       151.15190    0.0078895202
       26.291636       151.13678    0.0060789892
       26.350042       151.12134    0.0024570311
       26.408331       151.10591     0.015133885
       26.466619       151.09047    0.0097009473
       26.524908       151.07503    0.0060789892
       26.583298       151.05988     0.014866341
       26.641697       151.04442     0.014867001
       26.699982       151.02895     0.018424929
       26.758266       151.01350    0.0095298898
       26.816664       150.99802    0.0095298898
       26.874832       150.98253     0.013087817
       26.933342       150.96704    0.0059721823
       26.991625       150.95155    0.0041934388
       27.049906       150.93607     0.013087817
       27.108301       150.92058     0.011308413
       27.166580       150.90504    0.0041925583
       27.224974       150.88954    0.0095301099
       27.283140       150.87401    0.0077509260
       27.341532       150.85847    0.0024140348
       27.399815       150.84296    0.0024140348
       27.458321       150.82742    0.0024140348
       27.516483       150.81186    0.0093694609
       27.574881       150.79633    0.0023736126
       27.633169       150.78047    0.0076206611
       27.691446       150.76489    0.0058716450
       27.749842       150.74933    0.0058716450
       27.808235       150.73375     0.012867710
       27.866402       150.71815    0.0093696773
       27.924805       150.70226     0.018114758
       27.983088       150.68666    0.0041219796
       28.041372       150.67107    0.0093694609
       28.099665       150.65517     0.018114542
       28.157948       150.63953    0.0041224124
       28.216228       150.62389    0.0076204448
       28.274637       150.60797     0.016365526
       28.333036       150.59233    0.0076204448
       28.391222       150.57639     0.016365526
       28.449617       150.56071    0.0023363638
       28.507912       150.54507     0.012666933
       28.566093       150.52908    0.0057800288
       28.624384       150.51341    0.0023359378
       28.682686       150.49742    0.0057793898
       28.741096       150.48174    0.0075011159
       28.799395       150.46573    0.0075011159
       28.857592       150.44974    0.0040576638
       28.916000       150.43402    0.0040576638
       28.974195       150.41800    0.0057793898
       29.032602       150.40225    0.0057793898
       29.090918       150.38622     0.010944568
       29.149235       150.37018    0.0040576638
       29.207539       150.35442    0.0057793898
       29.265852       150.33835     0.012666294
       29.323942       150.32228    0.0075011159
       29.382368       150.30650    0.0074553871
       29.440580       150.29042     0.010877847
       29.499014       150.27432    0.0057445806
       29.557224       150.25821    0.0074560223
       29.615435       150.24208     0.010877847
       29.673759       150.22626    0.0040329272
       29.732092       150.21014     0.010877847
       29.790203       150.19400    0.0057437338
       29.848536       150.17784     0.014299884
       29.906992       150.16170   0.00061067906
       29.965099       150.14551    0.0040331390
       30.023333       150.12933   0.00061046736
       30.081556       150.11345     0.010877847
       30.139915       150.09727    0.0057441572
       30.198145       150.08105     0.010877847
       30.256502       150.06485    0.0074553871
       30.314859       150.04863     0.012067651
       30.372995       150.03239    0.0038658878
       30.431349       150.01614     0.010427299
       30.489611       149.99991    0.0055062405
       30.547871       149.98364    0.0022255351
       30.606142       149.96709     0.010427299
       30.664400       149.95081    0.0055062405
       30.722658       149.93451     0.012067651
       30.781044       149.91821    0.0071465932
       30.839081       149.90189     0.020269415
       30.897465       149.88556    0.0071465932
       30.955759       149.86925    0.0087869458
       31.013933       149.85260     0.010427299
       31.072226       149.83627    0.0038658878
       31.130388       149.81989    0.0071465932
       31.188679       149.80351   0.00058538540
       31.247099       149.78716    0.0085213631
       31.305180       149.77045    0.0053398160
       31.363600       149.75406    0.0085213631
       31.421669       149.73763   0.00056749550
       31.480011       149.72093    0.0069305896
       31.538210       149.70448     0.011702910
       31.596407       149.68803     0.011702910
       31.654745       149.67128    0.0069305896
       31.713074       149.65482    0.0085213631
       31.771185       149.63834    0.0085213631
       31.829519       149.62155    0.0021582690
       31.887627       149.60504    0.0037490425
       31.945879       149.58824    0.0053402096
       32.004120       149.57172     0.010112530
       32.062366       149.55489    0.0069309832
       32.120605       149.53833    0.0053402096
       32.178986       149.52148    0.0052177801
       32.237003       149.50490    0.0067720836
       32.295383       149.48802    0.0098806906
       32.353535       149.47144    0.0083263871
       32.411835       149.45454     0.022315118
       32.469982       149.43791    0.0098806906
       32.528278       149.42099     0.014543601
       32.586563       149.40436   0.00055486969
       32.644642       149.38741    0.0098806906
       32.702934       149.37044    0.0036634766
       32.761135       149.35378    0.0098808828
       32.819424       149.33676     0.012989298
       32.877636       149.31976    0.0098806906
       32.935833       149.30305    0.0067720836
       32.993969       149.28604    0.0083263871
       33.052174       149.26898    0.0098806906
       33.110508       149.25224    0.0095602809
       33.168636       149.23518    0.0080563802
       33.226978       149.21809     0.012568082
       33.285107       149.20100    0.0020407772
       33.343361       149.18422     0.023095574
       33.401485       149.16708     0.014071611
       33.459747       149.14995    0.0065521073
       33.517799       149.13281    0.0065521073
       33.576199       149.11566    0.0035443058
       33.634247       149.09848    0.0050487647
       33.692635       149.08162    0.0020407772
       33.750816       149.06442    0.0065524794
       33.809002       149.04721     0.011064182
       33.867184       149.02997     0.014071983
       33.925293       149.01274    0.0035446779
       33.983475       148.99548    0.0095602809
       34.041580       148.97821    0.0050057622
       34.099899       148.96094     0.010970347
       34.158005       148.94363    0.0079880549
       34.216255       148.92633    0.0079880549
       34.274498       148.90901    0.0094792012
       34.332745       148.89168    0.0050057622
       34.390778       148.87433     0.010970347
       34.449020       148.85696    0.0079880549
       34.507050       148.83957     0.012461494
       34.565224       148.82219    0.0064969085
       34.623604       148.80478    0.0050057622
       34.681774       148.78735    0.0064972776
       34.739735       148.76991    0.0079884239
       34.798046       148.75246    0.0035151694
       34.856213       148.73499    0.0050059467
       34.914322       148.71719    0.0020234696
       34.972420       148.69969    0.0075978928
       35.030727       148.68217    0.0033429509
       35.088970       148.66466    0.0090158558
       35.147003       148.64711     0.016107777
       35.205097       148.62955     0.010434521
       35.263344       148.61165    0.0075978928
       35.321518       148.59407    0.0047614403
       35.379753       148.57646    0.0061797543
       35.437927       148.55885    0.0047614403
       35.495960       148.54088    0.0061797543
       35.554131       148.52322    0.0075980683
       35.612240       148.50557    0.0047612648
       35.670406       148.48787    0.0090162068
       35.728729       148.46986    0.0061797543
       35.786686       148.45213    0.0075975419
       35.844791       148.43440     0.010434170
       35.902901       148.41634    0.0086759251
       35.961151       148.39857    0.0086759251
       36.019253       148.38078    0.0059462484
       36.077507       148.36267    0.0086764316
       36.135548       148.34485    0.0073115933
       36.193584       148.32701     0.010040763
       36.251987       148.30885    0.0032165717
       36.310024       148.29099    0.0086755874
       36.368217       148.27278    0.0073107490
       36.426193       148.25488    0.0045814100
       36.484383       148.23663     0.010040763
       36.542564       148.21870     0.011406108
       36.600697       148.20044    0.0059465861
       36.658669       148.18245    0.0073114244
       36.716789       148.16446    0.0032172471
       36.774918       148.14613    0.0073117622
       36.833038       148.12810    0.0083555269
       36.891315       148.10976    0.0057267583
       36.949390       148.09137    0.0057264331
       37.007298       148.07329  -0.00084516318
       37.065571       148.05487    0.0096699112
       37.123783       148.03676    0.0096699112
       37.181850       148.01830    0.0083555269
       37.239861       148.00015    0.0057269209
       37.297920       147.98164    0.0044120488
       37.355934       147.96313    0.0096695860
       37.414139       147.94493    0.0017829550
       37.472301       147.92639     0.010983970
       37.530300       147.90813     0.013612739
       37.588463       147.88956     0.012298355
       37.646622       147.87094    0.0070408174
       37.704571       147.85265     0.013612739
       37.762726       147.83398     0.010524035
       37.820831       147.81534    0.0042273018
       37.878929       147.79698    0.0092646887
       37.936878       147.77826    0.0067459953
       37.994984       147.75954    0.0080053420
       38.053234       147.74112    0.0029679551
       38.111130       147.72235     0.013042729
       38.169384       147.70358    0.0067459953
       38.227440       147.68477    0.0092646887
       38.285480       147.66628    0.0067459953
       38.343529       147.64743    0.0042273018
       38.401577       147.62856     0.013042729
       38.459782       147.60968    0.0092646887
       38.517624       147.59076    0.0067459953
       38.575817       147.57216    0.0042273018
       38.633976       147.55322    0.0080058094
       38.691971       147.53424    0.0040485353
       38.749966       147.51524    0.0064610153
       38.808117       147.49623     0.012491469
       38.866062       147.47752    0.0052550737
       38.924213       147.45848    0.0052552230
       38.982162       147.43939    0.0016369507
       39.040268       147.42030    0.0076669568
       39.098213       147.40117    0.0052543277
       39.156315       147.38203    0.0088730476
       39.214417       147.36287     0.010078989
       39.272320       147.34367    0.0016363538
       39.330570       147.32481    0.0076668076
       39.388470       147.30557    0.0076668076
       39.446526       147.28632    0.0064607169
       39.504585       147.26704     0.011285378
       39.562637       147.24774     0.012491618
       39.620689       147.22842    0.0074282698
       39.678707       147.20908    0.0085968354
       39.736557       147.18971     0.010934111
       39.794765       147.17032     0.010933677
       39.852776       147.15091    0.0039222839
       39.910591       147.13147    0.0050908495
       39.968761       147.11201    0.0062597042
       40.026764       147.09251    0.0062597042
       40.084736       147.07301    0.0062597042
       40.142704       147.05348    0.0027540074
       40.200867       147.03394    0.0074282698
       40.258831       147.01434    0.0097654009
       40.316765       146.99475    0.0085971245
       40.374893       146.97513     0.013271387
       40.432655       146.95546     0.012102821
       40.490780       146.93579    0.0097656901
       40.548870       146.91609     0.010511995
       40.606792       146.89636    0.0060182438
       40.664879       146.87662    0.0093885570
       40.722805       146.85651    0.0093885570
       40.780697       146.83670    0.0037713684
       40.838749       146.81689    0.0082651193
       40.896828       146.79286     0.012758870
       40.954712       146.77299    0.0048948061
       41.012760       146.75310     0.011635432
       41.070618       146.73317     0.010511995
       41.128662       146.71321     0.011635432
       41.186703       146.69324    0.0048948061
       41.244556       146.67288     0.010512134
       41.302570       146.65286     0.016129183
       41.360580       146.63281     0.011635432
       41.418591       146.61273    0.0037715074
       41.476410       146.59262    0.0055956042
       41.534412       146.57248    0.0066401952
       41.592400       146.55199    0.0097739681
       41.650211       146.53178    0.0066401952
       41.708187       146.51157    0.0087293771
       41.766163       146.49133    0.0035064223
       41.824135       146.47105    0.0076847862
       41.882278       146.45042    0.0014172403
       41.940056       146.43010    0.0055956042
       41.998005       146.40974    0.0066401952
       42.055946       146.38936    0.0087293771
       42.113895       146.36861    0.0076851739
       42.171833       146.34818    0.0066404537
       42.229752       146.32771    0.0087296356
       42.287685       146.30722  -0.00067194165
       42.345600       146.28670    0.0097739681
       42.403519       146.26581     0.010319730
       42.461430       146.24522    0.0073306265
       42.519337       146.22462    0.0043412761
       42.577232       146.20364     0.010320347
       42.635307       146.18298     0.010320223
       42.693020       146.16228    0.0063344229
       42.750904       146.14156    0.0063344229
       42.808960       146.12047    0.0073308731
       42.866840       146.09969     0.013309574
       42.924889       146.07887    0.0053379728
       42.982578       146.05768    0.0073308731
       43.040440       146.03680    0.0053379728
       43.098293       146.01591    0.0063344229
       43.156151       145.99463     0.011316797
       43.214176       145.97366    0.0033448259
       43.272022       145.95267    0.0083270767
       43.329861       145.93130    0.0087293219
       43.387878       145.91025    0.0040645988
       43.445709       145.88916    0.0040645988
       43.503716       145.86771     0.011528156
       43.561539       145.84656    0.0040648297
       43.619354       145.82538    0.0087295527
       43.677353       145.80382    0.0077966081
       43.735161       145.78258    0.0068636635
       43.792965       145.76131    0.0049977743
       43.850773       145.73964    0.0021989404
       43.908749       145.71831    0.0031318851
       43.966549       145.69658    0.0049977743
       44.024338       145.67519    0.0040648297
       44.082127       145.65375    0.0040648297
       44.140095       145.63193    0.0040648297
       44.198051       145.61043    0.0059307189
       44.255650       145.58890    0.0074045757
       44.313606       145.56697    0.0029744063
       44.371372       145.54538    0.0074045757
       44.429325       145.52338     0.011834745
       44.487087       145.50171    0.0029744063
       44.544849       145.48001    0.0056325080
       44.602787       145.45792    0.0038604402
       44.660538       145.43616    0.0082906096
       44.718472       145.41400    0.0056325080
       44.776218       145.39217    0.0082907192
       44.833969       145.36993    0.0091764243
       44.891708       145.34802    0.0047463644
       44.949627       145.32608    0.0074043565
       45.007545       145.30374    0.0065181034
       45.065277       145.28174    0.0082903904
       45.123013       145.25932    0.0029741871
       45.180740       145.23724    0.0096172261
       45.238647       145.21477    0.0053830777
       45.296368       145.19261    0.0070767370
       45.354271       145.17006    0.0062299074
       45.411987       145.14784    0.0036894183
       45.469704       145.12558    0.0070767370
       45.527596       145.10291    0.0053830777
       45.585308       145.08058    0.0070767370
       45.643017       145.05785    0.0053833920
       45.700901       145.03543    0.0087703964
       45.758610       145.01262    0.0096172261
       45.816311       144.99013    0.0053828682
       45.874012       144.96725    0.0045360385
       45.931889       144.94469    0.0019955494
       45.989769       144.92172    0.0053830777
       46.047455       144.89909    0.0045362480
       46.105152       144.87605    0.0042594111
       46.162842       144.85333    0.0026691119
       46.220715       144.83022    0.0034642615
       46.278397       144.80743    0.0026691119
       46.336262       144.78461    0.0034642615
       46.393764       144.76137    0.0082351590
       46.451447       144.73846    0.0042594111
       46.509304       144.71515    0.0050545607
       46.567165       144.69215    0.0034642615
       46.624664       144.66876    0.0050545607
       46.682522       144.64569    0.0058497103
       46.740200       144.62222    0.0066448598
       46.797863       144.59908    0.0042594111
       46.855721       144.57552     0.012210907
       46.913391       144.55229    0.0026691119
       46.971058       144.52864    0.0026691119
       47.028732       144.50534    0.0040333115
       47.086575       144.48161    0.0047862527
       47.144058       144.45822    0.0047862527
       47.201908       144.43440    0.0085509586
       47.259571       144.41093    0.0040333115
       47.317059       144.38704    0.0055391939
       47.374901       144.36348    0.0032803703
       47.432568       144.33949    0.0055391939
       47.490044       144.31584    0.0040333115
       47.547703       144.29178    0.0040334978
       47.605545       144.26805    0.0047864390
